questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12731150,839779700,Logistics Management Specialist,SDDE257736381150S,Department of the Army,0346,Logistics Management,2025-07-02 00:00:00.000,2025-08-13T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.017648
https://apply.usastaffing.gov/ViewQuestionnaire/12755750,839779800,Supervisory Quality Assurance Specialist,DCMA-P3-25-12755750-IMP,Department of Defense,1910,Quality Assurance,2025-06-30 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.017883
https://apply.usastaffing.gov/ViewQuestionnaire/12756543,839779900,AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC,7Q-ARTE-886373-12756543-CC,Department of the Air Force,8268,Aircraft Pneudraulic Systems Mechanic,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.018175
https://apply.usastaffing.gov/ViewQuestionnaire/12757014,839780100,Social Worker (Non-Institutional Care),CBSV-12757014-25-RSH,Department of Veterans Affairs,0185,Social Work,2025-06-30 14:20:03.123,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.018482
https://apply.usastaffing.gov/ViewQuestionnaire/12757090,839780200,Medical Technician,DABR254185407090HW,Department of the Army,0645,Medical Technician,2025-07-02 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.018672
https://apply.usastaffing.gov/ViewQuestionnaire/12756210,839780300,Registered Nurse - Wound Ostomy Care,CAZM-12756210-25-LML,Department of Veterans Affairs,0610,Nurse,2025-07-02 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.018975
https://apply.usastaffing.gov/ViewQuestionnaire/12757081,839780500,Recreation Assistant - Fitness Division,25322-2,Department of the Navy,0189,Recreation Aid And Assistant,2025-07-01 00:00:00.000,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.019375
https://apply.usastaffing.gov/ViewQuestionnaire/12757093,839780600,CYP Program Assistant - May be eligible for 1000.00 Incentive at 6 mo. and 1 year,25-12757093,Department of the Navy,1702,Education And Training Technician,2025-06-30 14:15:44.800,2026-02-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.019635
https://apply.usastaffing.gov/ViewQuestionnaire/12756685,839780800,Nurse Manager - Women's Health,CBSV-12756685-25-TO,Department of Veterans Affairs,0610,Nurse,2025-07-02 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.019925
https://apply.usastaffing.gov/ViewQuestionnaire/12756612,839781000,Registered Nurse - Associate Chief Nurse Perioperative Care,CBST-12756612-25-AEC,Department of Veterans Affairs,0610,Nurse,2025-07-01 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.020198
https://apply.usastaffing.gov/ViewQuestionnaire/12756491,839781200,Licensed Practical Nurse Surgery Service Float,CBSR-12756491-25-JD,Department of Veterans Affairs,0620,Practical Nurse,2025-06-30 14:16:57.300,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.020720
https://apply.usastaffing.gov/ViewQuestionnaire/12757092,839781300,Recreation Assistant (Community Recreation),25-12757092,Department of the Navy,0189,Recreation Aid And Assistant,2025-06-30 14:23:11.483,2025-07-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.020917
https://apply.usastaffing.gov/ViewQuestionnaire/12757015,839781400,Social Worker (Non-Institutional Care),CBSV-12757015-25-RSH,Department of Veterans Affairs,0185,Social Work,2025-06-30 14:19:28.570,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.021269
https://apply.usastaffing.gov/ViewQuestionnaire/12756786,839781500,Facility Program Manager (CSP Pharmacist),CBSS-12756786-25-EA,Department of Veterans Affairs,0660,Pharmacist,2025-06-30 14:19:36.360,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.021563
https://apply.usastaffing.gov/ViewQuestionnaire/12757113,839781700,CYP Child and Youth Program Assistant (Multi- Level),25-12757113,Department of the Navy,1702,Education And Training Technician,2025-06-30 14:20:39.150,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.021840
https://apply.usastaffing.gov/ViewQuestionnaire/12757052,839781800,Housekeeping Aid-EVS Technician,CBSV-12757052-25-PE,Department of Veterans Affairs,3566,Custodial Working,2025-06-30 14:20:41.037,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.022066
https://apply.usastaffing.gov/ViewQuestionnaire/12757004,839781900,LEAD SECURITY SPECIALIST (PORT),20250630-76104-007730-DB-ST,Department of Homeland Security,0080,Security Administration,2025-06-30 14:20:57.493,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.022359
https://apply.usastaffing.gov/ViewQuestionnaire/12756622,839782000,Registered Nurse - Community Living Center,CBSY-12756622-25-SK,Department of Veterans Affairs,0610,Nurse,2025-06-30 14:21:55.817,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.022679
https://apply.usastaffing.gov/ViewQuestionnaire/12757069,839782300,Heavy Mobile Equipment Repairer,SDDE258440097069HWS,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-07-01 00:00:00.000,2025-12-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.022929
https://apply.usastaffing.gov/ViewQuestionnaire/12751946,839782600,Heavy Mobile Equipment Repairer,SDDE257486411946HWS,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-07-01 00:00:00.000,2025-12-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.023157
https://apply.usastaffing.gov/ViewQuestionnaire/12751945,839783100,Heavy Mobile Equipment Repairer,SDDE257486411945S,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-07-01 00:00:00.000,2025-12-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.023412
https://apply.usastaffing.gov/ViewQuestionnaire/12757068,839783300,Heavy Mobile Equipment Repairer,SDDE258440097068S,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-07-01 00:00:00.000,2025-12-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.023664
https://apply.usastaffing.gov/ViewQuestionnaire/12754657,839783400,RN (Referral Coordinator),CBTA-12754657-25-WM,Department of Veterans Affairs,0610,Nurse,2025-06-30 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.023948
https://apply.usastaffing.gov/ViewQuestionnaire/12756135,839783700,Federal Air Marshal,FAM-25-053216-12756135-P,Department of Homeland Security,1801,"General Inspection, Investigation, Enforcement, And Compliance Series",2025-07-01 15:08:07.083,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.024395
https://apply.usastaffing.gov/ViewQuestionnaire/12732066,839784300,Motor Vehicle Operator Supervisor,SDDE257780612066,Department of the Army,5703,Motor Vehicle Operating,2025-07-02 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.024809
https://apply.usastaffing.gov/ViewQuestionnaire/12755881,839785100,Medical Support Assistant (Advanced),CAZM-12755881-25-TNM,Department of Veterans Affairs,0679,Medical Support Assistance,2025-06-30 14:37:17.807,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.025087
https://apply.usastaffing.gov/ViewQuestionnaire/12756230,839785200,IT CYBERSECURITY SPECIALIST (APPSW/INFOSEC),DFAS-ML-12756230-25,Department of Defense,2210,Information Technology Management,2025-07-01 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.025325
https://apply.usastaffing.gov/ViewQuestionnaire/12755524,839785600,Pharmacy Technician - Inpatient/Outpatient,CBTC-12755524-25-JYM,Department of Veterans Affairs,0661,Pharmacy Technician,2025-07-01 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.025587
https://apply.usastaffing.gov/ViewQuestionnaire/12756808,839785900,Security Specialist,20241210-36530-038266NLSTR1,Department of Homeland Security,0080,Security Administration,2025-06-30 14:48:39.823,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.026129
https://apply.usastaffing.gov/ViewQuestionnaire/12756809,839786200,Security Specialist,20241210-36530-038266NLDER1,Department of Homeland Security,0080,Security Administration,2025-06-30 14:49:20.380,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.026416
https://apply.usastaffing.gov/ViewQuestionnaire/12756736,839786300,Strategic Communications Advisor,HRM-IMP-12756736-LEB,Department of Homeland Security,1001,General Arts And Information,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.026693
https://apply.usastaffing.gov/ViewQuestionnaire/12756168,839787100,Nurse Home Telehealth Case Manager,CBTB-12756168-25-WJ,Department of Veterans Affairs,0610,Nurse,2025-07-01 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.027692
https://apply.usastaffing.gov/ViewQuestionnaire/12753979,839787200,Staff Psychologist - Primary Care Behavioral Health (PCBH),CBTC-12753979-25-JW,Department of Veterans Affairs,0180,Psychology,2025-07-01 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.028015
https://apply.usastaffing.gov/ViewQuestionnaire/12756827,839787300,Occpuation Therapy Assistant,HSJW252459726827HW,Department of Defense,0636,Rehabilitation Therapy Assistant,2025-07-02 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.028213
https://apply.usastaffing.gov/ViewQuestionnaire/12753889,839787400,Marine Interdiction Agent,MIA 25-9-12753889,Department of Homeland Security,1801,"General Inspection, Investigation, Enforcement, And Compliance Series",2025-07-01 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.028691
https://apply.usastaffing.gov/ViewQuestionnaire/12757127,839787500,CYP Program Assistant - May be eligible for 1000.00 Incentive at 6 mo. and 1 year,25-12757127,Department of the Navy,1702,Education And Training Technician,2025-06-30 14:51:02.723,2026-02-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.028949
https://apply.usastaffing.gov/ViewQuestionnaire/12756443,839787800,Transportation Assistant,CBSY-12756443-25-BJJ,Department of Veterans Affairs,2102,Transportation Clerk And Assistant,2025-07-01 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.029242
https://apply.usastaffing.gov/ViewQuestionnaire/12756575,839787900,Management and Program Analyst (Program Advisor),USBP-IMP-12756575-JJA,Department of Homeland Security,0343,Management And Program Analysis,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.029641
https://apply.usastaffing.gov/ViewQuestionnaire/12754529,839788300,Management and Program Analyst,DLADispSvcs-25-12754529-MP,Department of Defense,0343,Management And Program Analysis,2025-06-30 14:56:51.037,2025-07-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.030195
https://apply.usastaffing.gov/ViewQuestionnaire/12756023,839788400,Pharmacy Technician,CBSR-12756023-25-ON,Department of Veterans Affairs,0661,Pharmacy Technician,2025-06-30 14:57:12.040,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.030442
https://apply.usastaffing.gov/ViewQuestionnaire/12756544,839788600,Educational Aide (PreKindergarten),NC7X258573336544X,Department of Defense,1702,Education And Training Technician,2025-07-05 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.030638
https://apply.usastaffing.gov/ViewQuestionnaire/12757118,839788700,Food Service Worker,25-12757118,Department of the Navy,7408,Food Service Working,2025-06-30 14:59:24.740,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.030838
https://apply.usastaffing.gov/ViewQuestionnaire/12756705,839789400,Recreation Assistant NF-02,O2NAFEU-25-12756705,Department of the Army,0189,Recreation Aid And Assistant,2025-06-30 15:02:03.133,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.031467
https://apply.usastaffing.gov/ViewQuestionnaire/12757089,839789700,Medical Support Assistant (Office Automation),HSJW258745587089HW,Department of Defense,0679,Medical Support Assistance,2025-07-02 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.031658
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177416,839789900,Maintenance Worker Supervisor (Maintenance Worker Foreman),MAN-2025-0019,Department of Justice,4749,Maintenance Mechanic,2025-06-30 15:07:32.963,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.031853
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177416&S=1,839789900,Maintenance Worker Supervisor (Maintenance Worker Foreman),MAN-2025-0019,Department of Justice,4749,Maintenance Mechanic,2025-06-30 15:07:32.963,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.031869
https://apply.usastaffing.gov/ViewQuestionnaire/12757122,839790000,Guest Services Representative,25-8JFSVL902726,Department of the Air Force,0303,Miscellaneous Clerk And Assistant,2025-06-30 15:05:55.880,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.032085
https://apply.usastaffing.gov/ViewQuestionnaire/12756885,839790100,SECURITY SPECIALIST,AFMC-12756885-885536-9R-BCE,Department of the Air Force,0080,Security Administration,2025-07-03 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.032362
https://apply.usastaffing.gov/ViewQuestionnaire/12757067,839790300,AIRCRAFT PNEUDRALIC SYSTEMS MECHANIC,6Q-ARTE-12757067-872245-JHM,Department of the Air Force,8268,Aircraft Pneudraulic Systems Mechanic,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.032639
https://apply.usastaffing.gov/ViewQuestionnaire/12756011,839790700,Grill Cook NA-03,O2NAFDE-25-12756011,Department of the Army,7401,Miscellaneous Food Preparation and Serving,2025-07-01 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.032833
https://apply.usastaffing.gov/ViewQuestionnaire/12752491,839792700,Nurse - Community Care,CBTB-12752491-25-SD,Department of Veterans Affairs,0610,Nurse,2025-06-30 15:20:00.323,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.036505
https://apply.usastaffing.gov/ViewQuestionnaire/12756301,839793000,Supervisory Budget Analyst,CARX-25-12756301-AHa,Department of Veterans Affairs,0560,Budget Analysis,2025-07-02 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.037017
https://apply.usastaffing.gov/ViewQuestionnaire/12757063,839793400,School Principal (Middle),NC7X258793917063,Department of Defense,1710,Education And Vocational Training,2025-07-02 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.037575
https://apply.usastaffing.gov/ViewQuestionnaire/12756236,839793600,Electronics Technician,CARZ-12756236-25-NRT,Department of Veterans Affairs,0856,Electronics Technical,2025-06-30 15:21:35.453,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.037858
https://apply.usastaffing.gov/ViewQuestionnaire/12756056,839793700,Registered Nurse (PACT),CBSU-12756056-25-JH,Department of Veterans Affairs,0610,Nurse,2025-06-30 15:21:19.173,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.038137
https://apply.usastaffing.gov/ViewQuestionnaire/12757042,839793800,Supervisory Immigration Services Assistant (SISA),12757042-SER-IMP-25,Department of Homeland Security,1802,Compliance Inspection And Support,2025-07-01 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.038508
https://apply.usastaffing.gov/ViewQuestionnaire/12757024,839794500,Police Officer,CBSY-12757024-25-KJK,Department of Veterans Affairs,0083,Police,2025-07-01 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.040093
https://apply.usastaffing.gov/ViewQuestionnaire/12755984,839794800,Clinical Pharmacy Specialist (PACT/Women's Health),CBSV-12755984-25-ASD,Department of Veterans Affairs,0660,Pharmacist,2025-06-30 15:24:50.310,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.040585
https://apply.usastaffing.gov/ViewQuestionnaire/12757101,839795200,Supply Technician,DLADist-25-12757101-DHA,Department of Defense,2005,Supply Clerical And Technician,2025-06-30 15:27:16.987,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.041396
https://apply.usastaffing.gov/ViewQuestionnaire/12751152,839795300,Supervisory Dietitian (Clinical Nutrition),CBTC-12751152-25-DMD,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-07-02 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.041675
https://apply.usastaffing.gov/ViewQuestionnaire/12756706,839795600,Clinical Pharmacist,CBSY-12756706-25-AA,Department of Veterans Affairs,0660,Pharmacist,2025-06-30 15:30:47.703,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.042257
https://apply.usastaffing.gov/ViewQuestionnaire/12757160,839795700,AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC,42-ARTE-899177-12757160-CC,Department of the Air Force,8268,Aircraft Pneudraulic Systems Mechanic,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.042551
https://apply.usastaffing.gov/ViewQuestionnaire/12756635,839796100,Recreation Assistant (Facilities Operator) NF-02,O2NAFEU-25-12756635,Department of the Army,0189,Recreation Aid And Assistant,2025-06-30 15:33:04.133,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.043006
https://apply.usastaffing.gov/ViewQuestionnaire/12757017,839796300,Purchasing Agent (Office Automation),25-9HFSR904118,Department of the Air Force,1105,Purchasing,2025-06-30 15:34:24.600,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.043209
https://apply.usastaffing.gov/ViewQuestionnaire/12757108,839796400,Maintenance Worker,R5-25-12757108-SC-DE,Department of the Interior,4749,Maintenance Mechanic,2025-07-01 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.043428
https://apply.usastaffing.gov/ViewQuestionnaire/12755967,839796500,GENERAL ENGINEER/PHYSICAL SCIENTIST,ST-12755967-25-REM,Department of the Navy,0801,General Engineering,2025-07-01 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.043714
https://apply.usastaffing.gov/ViewQuestionnaire/12756338,839796600,TRAINING TECHNICIAN,5K-ARTE-12756338-870487-ALG,Department of the Air Force,1702,Education And Training Technician,2025-06-30 15:36:11.827,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.043997
https://apply.usastaffing.gov/ViewQuestionnaire/12756757,839796700,Educational Aide (Special Education),NC7X20258378946757X,Department of Defense,1702,Education And Training Technician,2025-07-05 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.044188
https://apply.usastaffing.gov/ViewQuestionnaire/12744815,839797000,Registered Nurse- Mental Health,CBST-12744815-25-TG,Department of Veterans Affairs,0610,Nurse,2025-07-03 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.044475
https://apply.usastaffing.gov/ViewQuestionnaire/12757001,839797100,Diagnostic Radiologic Technologist,CBSR-12757001-25-ADH,Department of Veterans Affairs,0647,Diagnostic Radiologic Technologist,2025-06-30 15:42:12.593,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.044752
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177398,839797200,Correctional Treatment Specialist (Drug Abuse Treatment Specialist),MCD-2025-0015,Department of Justice,0101,Social Science,2025-06-30 15:45:13.037,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.044990
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177398&S=1,839797200,Correctional Treatment Specialist (Drug Abuse Treatment Specialist),MCD-2025-0015,Department of Justice,0101,Social Science,2025-06-30 15:45:13.037,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.045002
https://apply.usastaffing.gov/ViewQuestionnaire/12756606,839797300,Child and Youth Program Assistant (FLEX),25-12756606,Department of the Navy,1702,Education And Training Technician,2025-06-30 15:43:20.860,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.045261
https://apply.usastaffing.gov/ViewQuestionnaire/12756654,839797500,Child and Youth Program Assistant,25-12756654,Department of the Navy,1702,Education And Training Technician,2025-06-30 15:44:30.950,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.045513
https://apply.usastaffing.gov/ViewQuestionnaire/12756756,839797700,Educational Aide (Special Education),NC7X258378946756,Department of Defense,1702,Education And Training Technician,2025-07-05 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.045716
https://apply.usastaffing.gov/ViewQuestionnaire/12752875,839798000,Army Reserve Administrator,SDDE257379192875,Department of the Army,0301,Miscellaneous Administration And Program,2025-07-03 00:00:00.000,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.046244
https://apply.usastaffing.gov/ViewQuestionnaire/12748016,839798200,Army Reserve Administrator,SDDE258146548016,Department of the Army,0301,Miscellaneous Administration And Program,2025-07-01 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.046493
https://apply.usastaffing.gov/ViewQuestionnaire/12756990,839798700,Boiler Plant Operator,CAZP-12756990-25-AM,Department of Veterans Affairs,5402,Boiler Plant Operating,2025-06-30 15:56:59.717,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.046689
https://apply.usastaffing.gov/ViewQuestionnaire/12755763,839799100,Electrician,CBSU-12755763-25-CA,Department of Veterans Affairs,2805,Electrician,2025-06-30 15:58:26.960,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.046886
https://apply.usastaffing.gov/ViewQuestionnaire/12756595,839799200,Registered Nurse (Referral Coordination Team),CBSW-12756595-25-DM,Department of Veterans Affairs,0610,Nurse,2025-06-30 16:00:02.393,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.047154
https://apply.usastaffing.gov/ViewQuestionnaire/12757186,839799500,Nursing Assistant,CBTG-12757186-25-SS,Department of Veterans Affairs,0621,Nursing Assistant,2025-06-30 16:00:42.393,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.047698
https://apply.usastaffing.gov/ViewQuestionnaire/12757002,839799800,Advanced Medical Support Assistant (12 Hour Shifts),CBSV-12757002-25-MB,Department of Veterans Affairs,0679,Medical Support Assistance,2025-06-30 16:01:14.470,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.048113
https://apply.usastaffing.gov/ViewQuestionnaire/12757183,839799900,"Director, Food and Beverage NF-04",O2NAFYU-25-12757183,Department of the Army,1101,General Business And Industry,2025-06-30 16:01:16.400,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.048292
https://apply.usastaffing.gov/ViewQuestionnaire/12757085,839800000,Health System Specialist,CAZM-12757085-25-MRA,Department of Veterans Affairs,0671,Health System Specialist,2025-06-30 16:01:18.167,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.048602
https://apply.usastaffing.gov/ViewQuestionnaire/12757128,839801100,Supervisory Recreation Specialist (OR) NF-04,O2NAFDN-25-12757128,Department of the Army,0188,Recreation Specialist,2025-06-30 16:08:52.417,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.049613
https://apply.usastaffing.gov/ViewQuestionnaire/12755057,839801200,Biomedical Equipment Support Specialist - Information Systems,CAZP-12755057-25-SLC,Department of Veterans Affairs,1601,"Equipment Facilities, And Services",2025-06-30 16:10:34.317,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.049859
https://apply.usastaffing.gov/ViewQuestionnaire/12757196,839801400,SERVICES SPECIALIST,4R-ARTE-12757196-866858-JHM,Department of the Air Force,0301,Miscellaneous Administration And Program,2025-07-01 09:43:40.583,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.050152
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177415,839801900,Supervisory Correctional Officer (Lieutenant),NCR-2025-0270,Department of Justice,0007,Correctional Officer,2025-06-30 16:14:38.207,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.050344
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177415&S=1,839801900,Supervisory Correctional Officer (Lieutenant),NCR-2025-0270,Department of Justice,0007,Correctional Officer,2025-06-30 16:14:38.207,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.050357
https://apply.usastaffing.gov/ViewQuestionnaire/12757199,839802100,Advanced Practice Nurse (Practitioner/Family Practice),HSJW257995567199HW,Department of Defense,0610,Nurse,2025-07-02 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.050560
https://apply.usastaffing.gov/ViewQuestionnaire/12753653,839802200,Supervisory Park Ranger (P) (Chief Ranger),PW-1547-GRBA-25-12753653-MP,Department of the Interior,0025,Park Ranger,2025-06-30 16:16:08.327,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.050921
https://apply.usastaffing.gov/ViewQuestionnaire/12756516,839802600,MANAGER,ST-12756516-25-REM,Department of the Navy,0801,General Engineering,2025-07-02 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.051451
https://apply.usastaffing.gov/ViewQuestionnaire/12750498,839802700,SUPERVISORY CONTRACT SPECIALIST,4L-AFPC-12750498-873408-LMC,Department of the Air Force,1102,Contracting,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.051720
