control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
664929300,NEAD22753496677HW,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,Program Executive Office Enterprise Information Systems (PEO EIS),2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Product Lead Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,126233.000,176300.000,Y,50% or less,N,Y,Secret,N,N,,The public,1,N,2022-07-12,2022-07-22,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 664929300, ""announcementNumber"": ""NEAD22753496677HW"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Enterprise Information Systems (PEO EIS)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Product Lead Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 126233.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-07-12"", ""positionCloseDate"": ""2022-07-22"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-08 08:25:22.758
664173900,NEAD227538559784,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,Program Executive Office Command Control Communications- Tactical (PEO C3T),2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,126233.000,176300.000,Y,50% or less,N,Y,Secret,N,N,,"Military spouses, Federal employees - Competitive service, Veterans, Career transition (CTAP, ICTAP, RPL), Land and base management",2,N,2022-07-08,2022-07-13,,Applications under review,01,Closing Date,USASTAFFING,0340,"Aberdeen Proving Ground, Maryland, United States","{""controlNumber"": 664173900, ""announcementNumber"": ""NEAD227538559784"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Command Control Communications- Tactical (PEO C3T)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 126233.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-07-08"", ""positionCloseDate"": ""2022-07-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Military spouses, Federal employees - Competitive service, Veterans, Career transition (CTAP, ICTAP, RPL), Land and base management"", ""jobSeries"": ""0340"", ""locations"": ""Aberdeen Proving Ground, Maryland, United States""}",2025-06-08 08:22:20.225
663613800,NEAD227691495523,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office, Ground Combat Systems (PEO GCS), SPHS",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,122711.000,176300.000,Y,Occasional travel,N,Y,Secret,N,N,,"Veterans, Federal employees - Competitive service, Military spouses, Land and base management, Internal to an agency, Career transition (CTAP, ICTAP, RPL)",1,N,2022-07-06,2022-07-12,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Warren, Michigan, United States","{""controlNumber"": 663613800, ""announcementNumber"": ""NEAD227691495523"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office, Ground Combat Systems (PEO GCS), SPHS"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 122711.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-07-06"", ""positionCloseDate"": ""2022-07-12"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Federal employees - Competitive service, Military spouses, Land and base management, Internal to an agency, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Warren, Michigan, United States""}",2025-06-08 08:22:10.227
662339200,NEAD227522597360,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,,2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,115599.000,176300.000,Y,50% or less,N,Y,Top Secret,N,N,,"Federal employees - Competitive service, Veterans, Military spouses, Career transition (CTAP, ICTAP, RPL), Land and base management",1,N,2022-06-27,2022-07-11,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 662339200, ""announcementNumber"": ""NEAD227522597360"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (PRODUCT LEAD ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 115599.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-27"", ""positionCloseDate"": ""2022-07-11"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Competitive service, Veterans, Military spouses, Career transition (CTAP, ICTAP, RPL), Land and base management"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-08 08:19:10.242
660741600,20221080,DD11,National Geospatial-Intelligence Agency,DD,Department of Defense,,2,Department of Defense\National Geospatial-Intelligence Agency,Product Manager,03,03,3,Permanent,Full-time,Excepted,IA,Per Year,67386.000,138868.000,N,Occasional travel,N,Y,Sensitive Compartmented Information,N,N,,The public,Many,Y,2022-06-20,2022-07-16,,Job closed,01,Closing Date,NGA eRecruit (PeopleSoft),2210,"Springfield, Virginia, United States | Saint Louis, Missouri, United States","{""controlNumber"": 660741600, ""announcementNumber"": ""20221080"", ""hiringAgencyCode"": ""DD11"", ""hiringAgencyName"": ""National Geospatial-Intelligence Agency"", ""hiringDepartmentCode"": ""DD"", ""hiringDepartmentName"": ""Department of Defense"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Defense\\National Geospatial-Intelligence Agency"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""03"", ""maximumGrade"": ""03"", ""promotionPotential"": ""3"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Excepted"", ""payScale"": ""IA"", ""salaryType"": ""Per Year"", ""minimumSalary"": 67386.0, ""maximumSalary"": 138868.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Many"", ""disableApplyOnline"": ""Y"", ""positionOpenDate"": ""2022-06-20"", ""positionCloseDate"": ""2022-07-16"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job closed"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""NGA eRecruit (PeopleSoft)"", ""hiringPaths"": ""The public"", ""jobSeries"": ""2210"", ""locations"": ""Springfield, Virginia, United States | Saint Louis, Missouri, United States""}",2025-06-08 08:14:56.482
660054800,NEAD227325457230HQ,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Joint Program Executive Office - Chemical, Biological, Radiological & Nuclear Defense (JPEO-CBRND)",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Product Lead Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,126233.000,176300.000,Y,50% or less,N,Y,Secret,N,N,,The public,1,N,2022-06-17,2022-06-27,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Stafford, Virginia, United States","{""controlNumber"": 660054800, ""announcementNumber"": ""NEAD227325457230HQ"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Joint Program Executive Office - Chemical, Biological, Radiological & Nuclear Defense (JPEO-CBRND)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Product Lead Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 126233.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-17"", ""positionCloseDate"": ""2022-06-27"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Stafford, Virginia, United States""}",2025-06-08 08:12:27.542
660708800,ST-11534402-22-ALH,NV27,U.S. Marine Corps,NV,Department of the Navy,,2,Department of the Navy\U.S. Marine Corps,SUPERVISORY PROGRAM MANAGER (PRODUCT MANAGER),4,4,4,Permanent,Full-time,Competitive,NH,Per Year,126233.000,176300.000,Y,Occasional travel,N,Y,Sensitive Compartmented Information,N,Y,,"Veterans, Military spouses, Special authorities, Career transition (CTAP, ICTAP, RPL), Land and base management",,N,2022-06-17,2022-06-21,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Stafford, Virginia, United States","{""controlNumber"": 660708800, ""announcementNumber"": ""ST-11534402-22-ALH"", ""hiringAgencyCode"": ""NV27"", ""hiringAgencyName"": ""U.S. Marine Corps"", ""hiringDepartmentCode"": ""NV"", ""hiringDepartmentName"": ""Department of the Navy"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Navy\\U.S. Marine Corps"", ""positionTitle"": ""SUPERVISORY PROGRAM MANAGER (PRODUCT MANAGER)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 126233.0, ""maximumSalary"": 176300.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""Y"", ""whoMayApply"": null, ""totalOpenings"": null, ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-17"", ""positionCloseDate"": ""2022-06-21"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Military spouses, Special authorities, Career transition (CTAP, ICTAP, RPL), Land and base management"", ""jobSeries"": ""0340"", ""locations"": ""Stafford, Virginia, United States""}",2025-06-08 08:12:30.736
660504700,MCC-11539824-69-DAF-DE,MI00,Millennium Challenge Corporation,MI,Other Agencies and Independent Organizations,,1,Millennium Challenge Corporation,"Associate Director (Product Management), MC-2210-3B",14,14,14,Permanent,Full-time,Competitive,MC,Per Year,102700.000,171700.000,N,Occasional travel,N,Y,Secret,N,N,,The public,1,N,2022-06-16,2022-07-01,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 660504700, ""announcementNumber"": ""MCC-11539824-69-DAF-DE"", ""hiringAgencyCode"": ""MI00"", ""hiringAgencyName"": ""Millennium Challenge Corporation"", ""hiringDepartmentCode"": ""MI"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Millennium Challenge Corporation"", ""positionTitle"": ""Associate Director (Product Management), MC-2210-3B"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""MC"", ""salaryType"": ""Per Year"", ""minimumSalary"": 102700.0, ""maximumSalary"": 171700.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-16"", ""positionCloseDate"": ""2022-07-01"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 08:12:24.439
660502700,MCC-11535389-67-DAF-MP,MI00,Millennium Challenge Corporation,MI,Other Agencies and Independent Organizations,,1,Millennium Challenge Corporation,"Associate Director (Product Management), MC-2210-3b",14,14,14,Permanent,Full-time,Competitive,MC,Per Year,102700.000,171700.000,N,Occasional travel,N,Y,Secret,N,N,,Federal employees - Competitive service,1,N,2022-06-16,2022-07-01,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Washington, District of Columbia, United States","{""controlNumber"": 660502700, ""announcementNumber"": ""MCC-11535389-67-DAF-MP"", ""hiringAgencyCode"": ""MI00"", ""hiringAgencyName"": ""Millennium Challenge Corporation"", ""hiringDepartmentCode"": ""MI"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": null, ""agencyLevel"": 1, ""agencyLevelSort"": ""Millennium Challenge Corporation"", ""positionTitle"": ""Associate Director (Product Management), MC-2210-3b"", ""minimumGrade"": ""14"", ""maximumGrade"": ""14"", ""promotionPotential"": ""14"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""MC"", ""salaryType"": ""Per Year"", ""minimumSalary"": 102700.0, ""maximumSalary"": 171700.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-16"", ""positionCloseDate"": ""2022-07-01"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Competitive service"", ""jobSeries"": ""2210"", ""locations"": ""Washington, District of Columbia, United States""}",2025-06-08 08:12:24.397
660065300,NEAD227317444815,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PM CYBER, TEST AND TRAINING (CT2) PRODUCT MANAGER CYBER RESILIENCY AND TRAINING, PEO STRI",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (PRODUCT LEAD ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,111521.000,157414.000,Y,50% or less,N,Y,Top Secret,N,Y,,"Career transition (CTAP, ICTAP, RPL), Land and base management, Internal to an agency, Special authorities, Military spouses, Veterans, Federal employees - Competitive service",1,N,2022-06-15,2022-06-28,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Orlando, Florida, United States","{""controlNumber"": 660065300, ""announcementNumber"": ""NEAD227317444815"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PM CYBER, TEST AND TRAINING (CT2) PRODUCT MANAGER CYBER RESILIENCY AND TRAINING, PEO STRI"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (PRODUCT LEAD ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 111521.0, ""maximumSalary"": 157414.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""Y"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-15"", ""positionCloseDate"": ""2022-06-28"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Land and base management, Internal to an agency, Special authorities, Military spouses, Veterans, Federal employees - Competitive service"", ""jobSeries"": ""0340"", ""locations"": ""Orlando, Florida, United States""}",2025-06-08 08:12:16.753
659373200,20221071,DD11,National Geospatial-Intelligence Agency,DD,Department of Defense,,2,Department of Defense\National Geospatial-Intelligence Agency,Product Manager,04,04,4,Permanent,Full-time,Excepted,IA,Per Year,96119.000,164102.000,N,Occasional travel,N,Y,Sensitive Compartmented Information,N,N,,The public,Many,Y,2022-06-13,2022-07-09,,Job closed,01,Closing Date,NGA eRecruit (PeopleSoft),2210,"Springfield, Virginia, United States | Saint Louis, Missouri, United States","{""controlNumber"": 659373200, ""announcementNumber"": ""20221071"", ""hiringAgencyCode"": ""DD11"", ""hiringAgencyName"": ""National Geospatial-Intelligence Agency"", ""hiringDepartmentCode"": ""DD"", ""hiringDepartmentName"": ""Department of Defense"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Defense\\National Geospatial-Intelligence Agency"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""04"", ""maximumGrade"": ""04"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Excepted"", ""payScale"": ""IA"", ""salaryType"": ""Per Year"", ""minimumSalary"": 96119.0, ""maximumSalary"": 164102.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Many"", ""disableApplyOnline"": ""Y"", ""positionOpenDate"": ""2022-06-13"", ""positionCloseDate"": ""2022-07-09"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job closed"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""NGA eRecruit (PeopleSoft)"", ""hiringPaths"": ""The public"", ""jobSeries"": ""2210"", ""locations"": ""Springfield, Virginia, United States | Saint Louis, Missouri, United States""}",2025-06-08 08:12:06.453
659209300,CMS-OIT-22-11526532-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,Office of Information Technology (OIT),2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,Product Manager,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,106823.000,138868.000,N,Occasional travel,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), The public",Many,N,2022-06-10,2022-06-19,,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0301,"Woodlawn, Maryland, United States","{""controlNumber"": 659209300, ""announcementNumber"": ""CMS-OIT-22-11526532-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": ""Office of Information Technology (OIT)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 106823.0, ""maximumSalary"": 138868.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Many"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2022-06-10"", ""positionCloseDate"": ""2022-06-19"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), The public"", ""jobSeries"": ""0301"", ""locations"": ""Woodlawn, Maryland, United States""}",2025-06-08 08:08:41.187
