control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
781994900,SH12319099-DHA,SZ00,Social Security Administration,SZ,Other Agencies and Independent Organizations,Office of Transformation,1,Social Security Administration,IT Specialist/IT Product Manager (Direct Hire Authority),13,15,None,Term,Full-time,Competitive,GS,Per Year,103409.000,191900.000,N,Not required,N,N,Not Required,N,N,,"Career transition (CTAP, ICTAP, RPL), The public",Few,N,2024-03-18,2024-03-22,2024-03-22,Job canceled,01,Closing Date,USASTAFFING,2210,"Birmingham, Alabama, United States | Richmond, California, United States | Denver, Colorado, United States | Atlanta, Georgia, United States | Woodlawn, Maryland, United States | Boston, Massachusetts, United States | Seattle, Washington, United States | Washington, District of Columbia, United States | Chicago, Illinois, United States | Dallas, Texas, United States | Kansas City, Missouri, United States | New York, New York, United States | Philadelphia, Pennsylvania, United States","{""controlNumber"": 781994900, ""announcementNumber"": ""SH12319099-DHA"", ""hiringAgencyCode"": ""SZ00"", ""hiringAgencyName"": ""Social Security Administration"", ""hiringDepartmentCode"": ""SZ"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": ""Office of Transformation"", ""agencyLevel"": 1, ""agencyLevelSort"": ""Social Security Administration"", ""positionTitle"": ""IT Specialist/IT Product Manager (Direct Hire Authority)"", ""minimumGrade"": ""13"", ""maximumGrade"": ""15"", ""promotionPotential"": ""None"", ""appointmentType"": ""Term"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 103409.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Few"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-18"", ""positionCloseDate"": ""2024-03-22"", ""positionExpireDate"": ""2024-03-22"", ""positionOpeningStatus"": ""Job canceled"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), The public"", ""jobSeries"": ""2210"", ""locations"": ""Birmingham, Alabama, United States | Richmond, California, United States | Denver, Colorado, United States | Atlanta, Georgia, United States | Woodlawn, Maryland, United States | Boston, Massachusetts, United States | Seattle, Washington, United States | Washington, District of Columbia, United States | Chicago, Illinois, United States | Dallas, Texas, United States | Kansas City, Missouri, United States | New York, New York, United States | Philadelphia, Pennsylvania, United States""}",2025-06-07 20:57:34.367
782845100,24-DO-416,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",Supervisory Product Manager,60,60,60,Permanent,Full-time,Competitive,OR,Per Year,154057.000,243172.000,Y,Not required,N,N,Not Required,N,N,,"Land and base management, Special authorities, Career transition (CTAP, ICTAP, RPL), Military spouses, Individuals with disabilities, Veterans, Peace Corps & AmeriCorps Vista, Family of overseas employees, Federal employees - Competitive service",1,N,2024-03-21,2024-04-04,2024-03-26,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 782845100, ""announcementNumber"": ""24-DO-416"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Supervisory Product Manager"", ""minimumGrade"": ""60"", ""maximumGrade"": ""60"", ""promotionPotential"": ""60"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 154057.0, ""maximumSalary"": 243172.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-21"", ""positionCloseDate"": ""2024-04-04"", ""positionExpireDate"": ""2024-03-26"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Special authorities, Career transition (CTAP, ICTAP, RPL), Military spouses, Individuals with disabilities, Veterans, Peace Corps & AmeriCorps Vista, Family of overseas employees, Federal employees - Competitive service"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 20:57:48.935
782997900,SH12362996-DHA,SZ00,Social Security Administration,SZ,Other Agencies and Independent Organizations,Office of Transformation,1,Social Security Administration,IT Specialist/IT Product Manager (Direct Hire Authority),13,15,None,Term,Full-time,Competitive,GS,Per Year,103409.000,191900.000,N,Not required,N,N,Not Required,N,N,,"The public, Career transition (CTAP, ICTAP, RPL)",Few,N,2024-03-22,2024-03-26,,Candidate selected,01,Closing Date,USASTAFFING,2210,"Boston, Massachusetts, United States | Atlanta, Georgia, United States | Chicago, Illinois, United States | Seattle, Washington, United States | Washington, District of Columbia, United States | Birmingham, Alabama, United States | Richmond, California, United States | Denver, Colorado, United States | Woodlawn, Maryland, United States | New York, New York, United States | Kansas City, Missouri, United States | Philadelphia, Pennsylvania, United States | Dallas, Texas, United States","{""controlNumber"": 782997900, ""announcementNumber"": ""SH12362996-DHA"", ""hiringAgencyCode"": ""SZ00"", ""hiringAgencyName"": ""Social Security Administration"", ""hiringDepartmentCode"": ""SZ"", ""hiringDepartmentName"": ""Other Agencies and Independent Organizations"", ""hiringSubelementName"": ""Office of Transformation"", ""agencyLevel"": 1, ""agencyLevelSort"": ""Social Security Administration"", ""positionTitle"": ""IT Specialist/IT Product Manager (Direct Hire Authority)"", ""minimumGrade"": ""13"", ""maximumGrade"": ""15"", ""promotionPotential"": ""None"", ""appointmentType"": ""Term"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 103409.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""Few"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-22"", ""positionCloseDate"": ""2024-03-26"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""2210"", ""locations"": ""Boston, Massachusetts, United States | Atlanta, Georgia, United States | Chicago, Illinois, United States | Seattle, Washington, United States | Washington, District of Columbia, United States | Birmingham, Alabama, United States | Richmond, California, United States | Denver, Colorado, United States | Woodlawn, Maryland, United States | New York, New York, United States | Kansas City, Missouri, United States | Philadelphia, Pennsylvania, United States | Dallas, Texas, United States""}",2025-06-07 20:57:52.219
783975700,MCAD249369476845HW,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,PEO Missiles & Space,2,Department of the Army\U.S. Army Acquisition Support Center,ASSISTANT PRODUCT MANAGER,3,3,None,Permanent,Full-time,Competitive,NH,Per Year,90431.000,139798.000,N,Occasional travel,N,Y,Top Secret,N,N,,"The public, Military spouses",1,N,2024-03-28,2024-04-11,,Candidate selected,01,Closing Date,USASTAFFING,0301,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 783975700, ""announcementNumber"": ""MCAD249369476845HW"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO Missiles & Space"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""ASSISTANT PRODUCT MANAGER"", ""minimumGrade"": ""3"", ""maximumGrade"": ""3"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 90431.0, ""maximumSalary"": 139798.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-28"", ""positionCloseDate"": ""2024-04-11"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Military spouses"", ""jobSeries"": ""0301"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-07 21:00:04.051
783976100,MCAD249441359172HW,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office, Intelligence Electronic Warfare & Sensors (PEO IEW&S).",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,25% or less,N,Y,Secret,N,N,,The public,2,N,2024-03-29,2024-04-05,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 783976100, ""announcementNumber"": ""MCAD249441359172HW"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office, Intelligence Electronic Warfare & Sensors (PEO IEW&S)."", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-03-29"", ""positionCloseDate"": ""2024-04-05"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-07 21:00:06.736
785347700,24-DO-489,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",Product Manager,51,53,53,Permanent,Full-time,Competitive,OR,Per Year,101297.000,188593.000,N,Not required,N,N,Not Required,N,N,,"Individuals with disabilities, Family of overseas employees, Federal employees - Competitive service, Career transition (CTAP, ICTAP, RPL), Land and base management",2,N,2024-04-09,2024-04-15,2024-04-13,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 785347700, ""announcementNumber"": ""24-DO-489"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""51"", ""maximumGrade"": ""53"", ""promotionPotential"": ""53"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 101297.0, ""maximumSalary"": 188593.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-04-09"", ""positionCloseDate"": ""2024-04-15"", ""positionExpireDate"": ""2024-04-13"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Individuals with disabilities, Family of overseas employees, Federal employees - Competitive service, Career transition (CTAP, ICTAP, RPL), Land and base management"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 21:06:12.261
785348800,24-DO-490-P,TR91,"Treasury, Departmental Offices",TR,Department of the Treasury,,2,"Department of the Treasury\Treasury, Departmental Offices",Product Manager,51,53,53,Permanent,Full-time,Competitive,OR,Per Year,101297.000,188593.000,N,Not required,N,N,Not Required,N,N,,The public,2,N,2024-04-09,2024-04-15,2024-04-10,Candidate selected,03,Applicant Cut-Off,USASTAFFING,0301,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 785348800, ""announcementNumber"": ""24-DO-490-P"", ""hiringAgencyCode"": ""TR91"", ""hiringAgencyName"": ""Treasury, Departmental Offices"", ""hiringDepartmentCode"": ""TR"", ""hiringDepartmentName"": ""Department of the Treasury"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Treasury\\Treasury, Departmental Offices"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""51"", ""maximumGrade"": ""53"", ""promotionPotential"": ""53"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""OR"", ""salaryType"": ""Per Year"", ""minimumSalary"": 101297.0, ""maximumSalary"": 188593.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Not required"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""2"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-04-09"", ""positionCloseDate"": ""2024-04-15"", ""positionExpireDate"": ""2024-04-10"", ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0301"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 21:06:12.264
788503500,MCAD249993236577HQ,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office, Intelligence Electronic Warfare & Sensors (PEO IEW&S)",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,50% or less,N,Y,Sensitive Compartmented Information,N,N,,The public,1,N,2024-04-25,2024-05-06,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 788503500, ""announcementNumber"": ""MCAD249993236577HQ"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office, Intelligence Electronic Warfare & Sensors (PEO IEW&S)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-04-25"", ""positionCloseDate"": ""2024-05-06"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-07 21:11:15.651
789691700,MCAD240234357398,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office, Combat SPT & Combat Service SPT (PEO CS&CSS), E2S2",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,50% or less,N,Y,Secret,N,N,,"Land and base management, Internal to an agency, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses",1,N,2024-05-03,2024-05-08,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 789691700, ""announcementNumber"": ""MCAD240234357398"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office, Combat SPT & Combat Service SPT (PEO CS&CSS), E2S2"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-03"", ""positionCloseDate"": ""2024-05-08"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Land and base management, Internal to an agency, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-07 21:13:36.098
790047900,MCAD240214517891,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO OFC OF PROJECT MANAGER, UAS BUSINESS MGMT DIVISION/ACQ MGMT BRANCH",2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,127073.000,191900.000,Y,50% or less,N,Y,Sensitive Compartmented Information,N,N,,The public,1,N,2024-05-06,2024-05-20,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 790047900, ""announcementNumber"": ""MCAD240214517891"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO OFC OF PROJECT MANAGER, UAS BUSINESS MGMT DIVISION/ACQ MGMT BRANCH"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTY PRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 127073.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-06"", ""positionCloseDate"": ""2024-05-20"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-07 21:15:26.963
790996500,MCAD240368814279HW,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Office Intelligence, Electronic Warfare, and Sensors (PEO IEW&S)",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,25% or less,N,Y,Sensitive Compartmented Information,N,N,,The public,1,N,2024-05-13,2024-05-17,,Candidate selected,01,Closing Date,USASTAFFING,0340,"Fort Meade, Maryland, United States","{""controlNumber"": 790996500, ""announcementNumber"": ""MCAD240368814279HW"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Intelligence, Electronic Warfare, and Sensors (PEO IEW&S)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Sensitive Compartmented Information"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-13"", ""positionCloseDate"": ""2024-05-17"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Fort Meade, Maryland, United States""}",2025-06-07 21:17:49.926
791993500,FSA/EN1-2024-0002,EDEN,Federal Student Aid,ED,Department of Education,,2,Department of Education\Federal Student Aid,"Multiple Digital Service Openings: Senior Engineer, Senior Product Manager, Senior Service Designer",15,15,15,Term,Full-time,Competitive,GS,Per Year,143736.000,191900.000,N,Occasional travel,N,Y,Other,N,N,,"Career transition (CTAP, ICTAP, RPL), Federal employees - Competitive service, The public",5,N,2024-05-16,2024-05-28,,Candidate selected,01,Closing Date,Monster - Hiring Management,2210,"Anywhere in the U.S. (remote job), United States","{""controlNumber"": 791993500, ""announcementNumber"": ""FSA/EN1-2024-0002"", ""hiringAgencyCode"": ""EDEN"", ""hiringAgencyName"": ""Federal Student Aid"", ""hiringDepartmentCode"": ""ED"", ""hiringDepartmentName"": ""Department of Education"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Education\\Federal Student Aid"", ""positionTitle"": ""Multiple Digital Service Openings: Senior Engineer, Senior Product Manager, Senior Service Designer"", ""minimumGrade"": ""15"", ""maximumGrade"": ""15"", ""promotionPotential"": ""15"", ""appointmentType"": ""Term"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 143736.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Other"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""5"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-05-16"", ""positionCloseDate"": ""2024-05-28"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Candidate selected"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""Monster - Hiring Management"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Federal employees - Competitive service, The public"", ""jobSeries"": ""2210"", ""locations"": ""Anywhere in the U.S. (remote job), United States""}",2025-06-07 21:18:03.304
